,#,الرقم الوزاري,اسم المدرسة,المرحلة,نوع التعليم,مكتب التعليم,الجنس,الحي,نوع البناء,الفترة,مستقلة/ملحقة,عدد الفصول ,حجم المدرسة,خط العرض,خط الطول,الموقع,CL,O&M,HVAC,All scope
745,746,M3935545,الثانوية الحادية عشر بعد المائة,المرحلة المتوسطة,تعليم عام,مكتب التعليم بأبحر,بنات,الشراع,حكومي,مسائي,مستقل,11,صغير,21.77471,39.09863,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
746,747,34088,الابتدائية الستون,رياض الأطفال,تعليم عام,مكتب التعليم بأبحر,بنات,الشراع,حكومي,مسائي,مستقل,8,صغير,"21.772883288422797, ",39.1001538410515,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
747,748,34047,الطفولة المبكرة بابتدائية التاسعة عشر,رياض الأطفال,تعليم عام,مكتب التعليم بأبحر,بنات,الشراع,حكومي,مسائي,مستقل,4,صغير,"21.772883288422797, ",39.1001538410515,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
748,749,32482,الواقدي الابتدائية,المرحلة الثانوية,تعليم عام,مكتب تعليم الجوهرة-بنين,بنين,القرينية,حكومي,مسائي,مستقل,20,وسط,21.32022,39.24451,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
749,750,32411,حسان بن ثابت المتوسطة ,المرحلة المتوسطة,تعليم كبيرات,مكتب تعليم الجوهرة-بنين,بنين,الثغر,حكومي,مسائي,مستقل,3,صغير,21.47988,39.23981,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
750,751,132296,عمرو بن امية المتوسطة,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الصالحية,حكومي,مسائي,مستقل,23,كبير,21.76404,39.22701,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
751,752,33194,عبدالله بن رواحة الابتدائية ,التعليم المستمر,تعليم كبيرات,مكتب تعليم الفضيلة-بنين,بنين,الفضيلة,حكومي,مسائي,مستقل,4,صغير,21.30174,39.26509,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
752,753,32201,ابي مسلم الخراساني الثانوية ,المرحلة الثانوية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الاجاويد,حكومي,مسائي,مستقل,22,كبير,21.4032,39.27087,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
753,754,33248,مكة المكرمة المتوسطة,المرحلة المتوسطة,تعليم كبيرات,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,حكومي,مسائي,مستقل,3,صغير,21.42784,39.28159,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
754,755,32455,الفيصل الثانوية,المرحلة الثانوية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,الشرفية,حكومي,مسائي,مستقل,22,كبير,21.52024,39.18811,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
755,756,M3932574,الأمير بندر بن عبدالعزيز الثانوية,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,النسيم,حكومي,مسائي,مستقل,15,وسط,21.52116,39.22743,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
756,758,32217,الكرامة الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الواحة-بنين,بنين,ام السلم,مستأجر,مسائي,مستقل,18,وسط,21.45716,39.32052,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
757,759,3932903,عبدالله بن ابي السرح الثانوية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الواحة-بنين,بنين,المحاميد,مستأجر,مسائي,مستقل,16,وسط,21.44109,39.3914,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
758,760,33049,المعتمد بن عباد الثانوية,المرحلة الثانوية,تعليم عام,مكتب تعليم الواحة-بنين,بنين,المحاميد,مستأجر,مسائي,مستقل,11,صغير,21.4257,39.38997,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
759,761,3932560,الملك عبدالعزيز الثانوية,المرحلة الثانوية,تعليم عام,مكتب تعليم الواحة-بنين,بنين,المحاميد,مستأجر,مسائي,مستقل,15,وسط,21.45283,39.3979,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
760,762,33167,يزيد بن السكن المتوسطة,المرحلة الثانوية,تعليم عام,مكتب تعليم الواحة-بنين,بنين,الرغامة,مستأجر,مسائي,مستقل,15,وسط,21.50275,39.29753,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
761,763,32408,الجزيرة المتوسطة,المرحلة المتوسطة,تربية خاصة,مكتب تعليم الواحة-بنين,بنين,الرغامة,حكومي,مسائي,مستقل,3,صغير,21.48666,39.29511,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
762,764,32587,رابغ الثانوية ,المرحلة الثانوية,تعليم كبيرات,مكتب تعليم رابغ-بنين,بنين,رابغ الفريسنية,حكومي,مسائي,مستقل,4,صغير,22.7972,39.03713,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
763,765,34096,الطفولة المبكرة بالابتدائية الثامنة والستون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالجوهرة,بنات,القرينية,البناء المستعجل,صباحي,مشترك اساسي,28,كبير,"21.30746377694645,",39.2592569882664,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
764,766,134519,الطفولة المبكرة بابتدائية قيس بن عاصم,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الفروسية,البناء المستعجل,صباحي,مشترك اساسي,22,كبير,21.8239389779097,39.2120908168374,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
765,767,134522,الطفولة المبكرة بابتدائية زيد بن الخطاب,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,طيبة,البناء المستعجل,صباحي,مشترك اساسي,22,كبير,21.8121899440203,39.1499934946124,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
766,768,34056,الطفولة المبكرة بابتدائية الثامنة والعشرون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الوفاء,البناء المستعجل,صباحي,مشترك اساسي,22,كبير,21.8569033399327,39.228440093961,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
767,769,34093,الطفولة المبكرة بابتدائية الخامسة والستون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,قباء,البناء المستعجل,صباحي,مشترك اساسي,19,وسط,21.8237640261218,39.1396767543508,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
768,770,34049,الابتدائية الحادية والعشرون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الرياض,البناء المستعجل,صباحي,مشترك اساسي,25,كبير,"21.852568621582254, ",39.1917075354796,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
769,771,34031,الابتدائية الثالثة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الصالحية,البناء المستعجل,صباحي,مشترك اساسي,24,كبير,21.4760397339,39.1857464188,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
770,772,34040,الابتدائية الثانية عشر,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الوفاء,البناء المستعجل,صباحي,مشترك اساسي,21,وسط,21.8574069281536,39.2337673442672,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
771,773,134441,الطفولة المبكرة بابتدائية ابي أيوب الأنصاري,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الفروسية,البناء المستعجل,صباحي,مشترك اساسي,24,كبير,21.79685,39.19892,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
772,774,M3934412,الثانوية الخامسة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الصالحية,البناء المستعجل,صباحي,مشترك اساسي,22,كبير,21.4695472085,39.2179293433,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
773,775,M3934409,الثانوية الثانية - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الرياض,البناء المستعجل,صباحي,مشترك اساسي,18,وسط,21.877758433041,39.1741944196598,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
774,776,34291,المتوسطة الثانية عشر,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالحمدانية,بنات,طيبة,البناء المستعجل,صباحي,مشترك اساسي,16,وسط,21.8089398610079,39.1455458279713,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
775,777,34398,المتوسطة السادسة و التسعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالحمدانية,بنات,الرياض,البناء المستعجل,صباحي,مشترك اساسي,17,وسط,21.8678099405229,39.1730167689099,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
776,778,34284,المتوسطة الخامسة,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالحمدانية,بنات,الفروسية,البناء المستعجل,صباحي,مشترك اساسي,26,كبير,21.8228182963369,39.2112950842625,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
777,779,134428,الطفولة المبكرة بابتدائية عمير بن وهب,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالسلامة,بنات,البوادي,البناء المستعجل,صباحي,مشترك اساسي,24,كبير,21.59474,39.17021,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
778,780,M34466,الثانوية الخمسون بجدة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالسلامة,بنات,النزهة,البناء المستعجل,صباحي,مشترك اساسي,27,كبير,21.62635,39.15962,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
779,781,134423,الطفولة المبكرة بابتدائية الأمير متعب بن عبدالعزيز,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,البناء المستعجل,صباحي,مشترك اساسي,26,كبير,21.58067,39.21015,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
780,782,134465,الطفولة المبكرة بابتدائية ذات الصواري,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,البناء المستعجل,صباحي,مشترك اساسي,32,كبير,21.57165,39.20228,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
781,783,34081,الطفولة المبكرة بالابتدائية الثالثة والخمسون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,المنار,البناء المستعجل,صباحي,مشترك اساسي,23,كبير,39.234066,21.609101,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
782,784,34231,الطفولة المبكرة بابتدائية الثانية والسبعون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الأمير فواز الجنوبي,البناء المستعجل,صباحي,مشترك اساسي,29,كبير,21.42327,39.30156,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
783,785,34051,الطفولة المبكرة بابتدائية الثالثة والعشرون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفضيلة,بنات,السنابل,البناء المستعجل,صباحي,مشترك اساسي,22,كبير,21.3989159965076,39.2742044146765,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
784,786,34034,الابتدائية السادسة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الأمير عبدالمجيد,البناء المستعجل,صباحي,مشترك اساسي,16,وسط,21.4246895243805,39.2856597149514,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
785,787,34072,الطفولة المبكرة بابتدائية الرابعة والاربعون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الفضيلة,البناء المستعجل,صباحي,مشترك اساسي,22,كبير,21.29436,39.26393,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
786,788,134430,الطفولة المبكرة بابتدائية الخفجي,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الأمير عبد المجيد,البناء المستعجل,صباحي,مشترك اساسي,45,كبير,21.42882,39.27696,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
787,789,M3935105,الثانوية الثانية والسبعون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الفضيلة,البناء المستعجل,صباحي,مشترك اساسي,18,وسط,"21.294782667078014, ",39.2639340290946,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
788,790,M3934474,الثانوية السادسة والخمسون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الأمير فواز الشمالي,البناء المستعجل,صباحي,مشترك اساسي,22,كبير,21.43913,39.29481,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
789,791,34282,المتوسطة الثالثة,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالفضيلة,بنات,الفضيلة,البناء المستعجل,صباحي,مشترك اساسي,20,وسط,"21.297532941774605, ",39.2659705618514,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
790,792,34285,المتوسطة السادسة,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالفضيلة,بنات,الأمير عبدالمجيد,البناء المستعجل,صباحي,مشترك اساسي,20,وسط,21.4259792446339,39.2871704834349,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
791,793,B32162,الطفولة المبكرة بابتدائية عبدالملك بن مروان,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفيحاء,بنات,العزيزية,البناء المستعجل,صباحي,مشترك اساسي,31,كبير,21.54830,39.18595,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
792,794,34047,الطفولة المبكرة بابتدائية التاسعة عشر,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بأبحر,بنات,الشراع,البناء المستعجل,صباحي,مشترك اساسي,22,كبير,"21.772883288422797, ",39.1001538410515,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
793,795,M3935545,الثانوية الحادية عشر بعد المائة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بأبحر,بنات,الشراع,البناء المستعجل,صباحي,مشترك اساسي,24,كبير,21.77471,39.09863,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
794,796,32214,الملك فهد الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الجوهرة-بنين,بنين,القرينية,البناء المستعجل,صباحي,مشترك أساسي,30,كبير,21.29835,39.22952,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
795,797,32482,الواقدي الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الجوهرة-بنين,بنين,القرينية,البناء المستعجل,صباحي,مستقل,26,كبير,21.30741,39.25762,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
796,798,M32954,ابن حجر العسقلاني الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الجوهرة-بنين,بنين,القرينية,البناء المستعجل,صباحي,مشترك أساسي,28,كبير,21.32026,39.24449,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
797,799,32425,الملك عبدالله بن عبدالعزيز المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الجوهرة-بنين,بنين,القرينية,البناء المستعجل,صباحي,مستقل,29,كبير,21.29029,39.2381,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
798,800,32312,ابي عقيل الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الفروسية,البناء المستعجل,صباحي,مستقل,31,كبير,21.82746,39.2137,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
799,801,32172,الامام النووي الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,قباء,البناء المستعجل,صباحي,مستقل,12,صغير,21.82637,39.14017,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
800,802,32228,الوزيرية الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الرياض,البناء المستعجل,صباحي,مستقل,27,كبير,21.84674,39.18686,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
801,803,32174,بدر الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الوفاء,البناء المستعجل,صباحي,مستقل,18,وسط,21.8416,39.22799,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
802,804,M3933172,عبدالله بن انيس الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الرياض,البناء المستعجل,صباحي,مشترك أساسي,20,وسط,21.87523,39.1847,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
803,805,32424,الامام الشافعي المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الرياض,البناء المستعجل,صباحي,مستقل,18,وسط,21.89143,39.19024,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
804,806,32472,الامام الشعبي المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الوفاء,البناء المستعجل,صباحي,مشترك أساسي,9,صغير,21.83943,39.23182,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
805,807,132151,الليث بن سعد المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الفروسية,البناء المستعجل,صباحي,مستقل,18,وسط,21.81786,39.21096,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
806,808,M32580,حمزة بن عبدالمطلب الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم السلامة-بنين,بنين,النزهة,البناء المستعجل,صباحي,مشترك أساسي,29,كبير,21.62086,39.18382,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
807,809,32234,سعد بن الربيع الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,المروة,البناء المستعجل,صباحي,مستقل,24,كبير,21.61197251,39.19398685,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
808,810,32945,عبادة بن الصامت الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,البناء المستعجل,صباحي,مشترك أساسي,21,وسط,21.58113061,39.2520555,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
809,811,32249,عمير بن سعد الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,البناء المستعجل,صباحي,مشترك أساسي,28,كبير,21.58232,39.21973,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
810,812,32324,معن بن عدي الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,البناء المستعجل,صباحي,مشترك أساسي,34,كبير,21.59052,39.24241,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
811,813,M32955,ابن منظور الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,البناء المستعجل,صباحي,مشترك أساسي,31,كبير,21.57955,39.2457,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
812,814,M133290,عثمان بن عفان الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الرحاب,البناء المستعجل,صباحي,مشترك أساسي,30,كبير,21.54509,39.22104,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
813,815,32436,الامير سلطان بن عبدالعزيز المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,البناء المستعجل,صباحي,مشترك أساسي,32,كبير,21.57579,39.24653,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
814,816,32456,المروة المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الرحاب,البناء المستعجل,صباحي,مستقل,29,كبير,21.54892,39.22156,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
815,817,32952,سعيد بن العاص المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,المنار,البناء المستعجل,صباحي,مشترك أساسي,24,كبير,21.60658626,39.2245568,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
816,818,32243,ابي تمام الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,السنابل,البناء المستعجل,صباحي,مستقل,30,كبير,21.398616,39.274408,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
817,819,32201,عبدالله بن رواحة الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الفضيلة,البناء المستعجل,صباحي,مشترك أساسي,28,كبير,21.30174,39.26509,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
818,820,32306,عروة بن الزبير الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,البناء المستعجل,صباحي,مشترك أساسي,32,كبير,21.42725,39.28329,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
819,821,M132013,القدس الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير فواز الشمالي,البناء المستعجل,صباحي,مشترك أساسي,20,وسط,21.4334,39.30606,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
820,822,M3932554,صقلية الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,البناء المستعجل,صباحي,مشترك أساسي,37,كبير,21.42952,39.28565,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
821,823,M533059,طليطلة الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير فواز الجنوبي,البناء المستعجل,صباحي,مشترك أساسي,31,كبير,21.42136,39.29187,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
822,824,33076,عمادالدين زنكي المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الفضيلة,البناء المستعجل,صباحي,مستقل,18,وسط,21.29934,39.2672,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
823,825,32467,قرطبة المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,البناء المستعجل,صباحي,مشترك أساسي,23,كبير,21.43336,39.28036,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
824,826,32455,مكة المكرمة المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,البناء المستعجل,صباحي,مشترك أساسي,26,كبير,21.42784,39.28159,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
825,827,M32549,عرفات الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,العزيزية,البناء المستعجل,صباحي,مشترك أساسي,31,كبير,21.54797,39.18246,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
826,828,33078,العلاء بن الحضرمي المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الواحة-بنين,بنين,الواحة,البناء المستعجل,صباحي,مستقل,18,وسط,21.55027,39.23863,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
827,829,32219,المحمدية الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم أبحر-بنين,بنين,البحيرات,البناء المستعجل,صباحي,مستقل,9,صغير,21.80974,39.03961,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
828,830,32292,صفوان بن امية الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم أبحر-بنين,بنين,المنارات,البناء المستعجل,صباحي,مستقل,6,صغير,21.84489,39.09502,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
829,831,M3935843,الثانوية الرابعة عشر بعد المائة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالجوهرة,بنات,القرينية,تطوير,صباحي,مشترك اساسي,22,كبير,21.32241,39.25239,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
830,832,34044,الطفولة المبكرة بابتدائية السادسة عشر,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الرياض,تطوير,صباحي,مشترك اساسي,26,كبير,21.84196,39.19097,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
831,833,34054,الابتدائية السادسة والعشرون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالحمدانية,بنات,البشائر,تطوير,صباحي,مشترك اساسي,30,كبير,21.81068,39.17295,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
832,834,M3935544,الثانوية العاشرة بعد المائة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالحمدانية,بنات,البشائر,تطوير,صباحي,مشترك اساسي,27,كبير,21.81173,39.17366,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
833,835,M3934440,الثانوية التاسعة والعشرون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالحمدانية,بنات,الرياض,تطوير,صباحي,مشترك اساسي,25,كبير,21.84180,39.19075,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
834,836,34385,المتوسطة الخامسة و الثمانون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالحمدانية,بنات,الرياض,تطوير,صباحي,مستقل,23,كبير,21.84200,39.19197,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
835,837,35464,المتوسطة السابعةعشر بعد المئة,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالحمدانية,بنات,البشائر,تطوير,صباحي,مشترك اساسي,27,كبير,21.81128,39.174,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
836,838,134520,الطفولة المبكرة بابتدائية البيهقي,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الاجاويد,تطوير,صباحي,مشترك اساسي,26,كبير,21.41470,39.29172,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
837,839,34095,الطفولة المبكرة بابتدائية السابعة والستون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الفضيلة,تطوير,صباحي,مشترك اساسي,25,كبير,21.32021,39.26412,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
838,840,M3934449,الثانوية السابعة والثلاثون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالفضيلة,بنات,الفضيلة,تطوير,صباحي,مشترك اساسي,18,وسط,21.32030,39.26471,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
839,841,32299,الابتدائية الخامسة والسبعون بعد المائة ,المرحلة الابتدائية,تعليم عام,مكتب التعليم بالفضيلة,بنات,العدل,تطوير,صباحي,مشترك اساسي,24,كبير,,,,JO (1),JO(1),JO (2),JO (3)
840,842,34319,المتوسطة الاربعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالفضيلة,بنات,الفضيلة,تطوير,صباحي,مشترك اساسي,23,كبير,21.32020,39.26446,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
841,843,34045,الطفولة المبكرة بابتدائية السابعة عشر,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفيحاء,بنات,البغدادية الغربية,تطوير,صباحي,مشترك اساسي,17,وسط,21.4963863876211,39.1831378445818,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
842,844,34144,الطفولة المبكرة بابتدائية السابعة عشر بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفيحاء,بنات,الشرفية,تطوير,صباحي,مشترك اساسي,20,وسط,21.51555,39.18378,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
